age,gender,location,account_type,login_frequency,transaction_count,avg_transaction_amount,total_spent,customer_service_interaction_count,churn,registration_date_year,registration_date_month,registration_date_day
21,female,port jason,checking,14,108,329.7,35607.6,10,1,2024,11,9
35,female,hunterview,loan,4,130,199.18,25893.4,1,0,2022,6,15
63,male,victorshire,savings,13,209,819.56,171288.04,6,0,2022,3,29
28,female,port susan,loan,29,212,849.79,180155.48,4,1,2024,7,5
42,female,east danielhaven,checking,9,204,484.06,98748.24,7,1,2021,12,2
41,female,nicoleton,checking,14,288,594.16,171118.08,3,0,2024,7,30
22,female,port david,savings,1,16,484.58,7753.28,5,1,2022,4,7
58,male,port samantha,checking,17,246,788.36,193936.56,10,1,2025,3,11
55,female,danielleport,checking,13,342,990.8,338853.6,6,0,2024,9,13
56,male,south lee,savings,27,148,769.86,113939.28,3,0,2022,11,7
28,female,amyview,loan,17,401,756.23,303248.23,3,1,2024,5,17
28,female,henryport,savings,27,485,378.47,183557.95,4,1,2021,2,28
49,female,north tyler,checking,2,318,268.26,85306.68,1,1,2024,5,3
48,female,north hannahbury,savings,10,278,638.9,177614.2,8,0,2021,10,6
60,male,nicholasport,checking,15,319,596.53,190293.07,8,0,2023,2,2
70,male,toddberg,savings,15,408,364.04,148528.32,7,1,2021,1,20
27,female,east christopherfurt,savings,30,344,329.08,113203.52,0,0,2020,5,3
43,female,lake carolshire,savings,13,143,34.7,4962.1,4,1,2024,4,23
35,male,chavezside,checking,26,138,174.53,24085.14,4,1,2023,2,28
29,female,south derrickberg,checking,8,402,644.02,258896.04,10,0,2024,11,16
61,female,christopherton,savings,23,335,187.16,62698.6,9,0,2024,2,14
43,male,west jeremyhaven,savings,27,161,360.78,58085.58,7,1,2023,9,18
47,male,north brianside,checking,25,318,875.01,278253.18,1,0,2023,1,13
46,female,south timborough,loan,27,72,553.09,39822.48,6,1,2022,1,3
37,male,lake anna,savings,28,403,904.84,364650.52,7,1,2023,2,11
30,male,new matthew,savings,9,474,421.99,200023.26,2,1,2023,12,20
35,female,east christopher,loan,15,228,525.31,119770.68,7,1,2024,5,27
41,female,browntown,savings,5,295,730.76,215574.2,10,1,2020,5,14
22,male,debbieburgh,loan,16,375,969.47,363551.25,7,0,2023,7,1
69,female,aprilburgh,checking,28,461,459.28,211728.08,5,0,2020,11,8
39,female,east kathleen,checking,26,125,572.12,71515.0,8,0,2025,3,24
59,female,rhondatown,savings,8,494,133.1,65751.4,1,1,2020,5,4
51,male,new christophershire,checking,10,348,930.2,323709.6,3,1,2021,4,22
66,female,west lisashire,checking,16,100,11.66,1166.0,7,1,2022,9,10
67,female,angelafurt,checking,26,45,922.96,41533.2,1,0,2021,8,11
63,female,port nicole,loan,3,28,376.14,10531.92,8,0,2024,10,20
59,female,new karlaburgh,loan,9,260,151.29,39335.4,1,1,2021,4,16
53,female,williamfort,savings,21,109,693.89,75634.01,5,1,2020,3,11
50,male,paulburgh,checking,11,217,358.01,77688.17,4,1,2024,4,17
24,male,stevestad,loan,24,490,143.16,70148.4,2,0,2024,8,14
52,female,south christina,checking,7,391,56.49,22087.59,0,1,2024,11,2
24,female,richardmouth,savings,11,453,80.98,36683.94,3,0,2024,11,9
70,female,chloeview,savings,4,14,657.01,9198.14,6,1,2022,6,27
33,female,north stephanie,savings,10,164,970.31,159130.84,7,1,2022,11,25
69,male,elizabethland,savings,19,195,944.99,184273.05,8,0,2020,3,30
51,female,port stephanie,savings,22,215,339.12,72910.8,4,0,2025,5,11
66,female,port michaelmouth,savings,9,406,243.1,98698.6,7,1,2020,7,6
70,female,moorefurt,savings,10,418,512.21,214103.78,8,0,2022,5,11
22,male,vincenthaven,savings,1,453,696.7,315605.1,4,1,2023,9,28
28,female,melanieburgh,loan,11,50,866.44,43322.0,8,0,2025,2,11
25,male,east craigton,loan,7,282,216.21,60971.22,3,1,2022,12,2
25,female,schmidtfort,checking,26,191,644.55,123109.05,3,0,2025,1,27
69,male,stoutchester,savings,18,455,298.92,136008.6,1,0,2023,10,29
45,male,garychester,checking,8,477,550.96,262807.92,10,0,2024,8,17
44,male,port davidtown,savings,15,412,211.32,87063.84,5,0,2021,4,27
41,male,hodgesland,checking,10,487,139.82,68092.34,10,1,2021,3,16
33,female,west seth,loan,13,293,278.92,81723.56,6,0,2022,1,15
40,male,angelaport,checking,18,314,401.0,125914.0,4,1,2022,1,1
33,female,brandonstad,savings,5,155,227.35,35239.25,10,0,2022,2,28
49,male,wongborough,loan,15,158,210.82,33309.56,5,1,2024,9,30
54,female,loritown,checking,21,12,46.28,555.36,10,0,2021,12,30
47,female,east christopher,loan,19,461,621.56,286539.16,4,1,2023,7,16
67,female,east tylermouth,checking,3,128,161.24,20638.72,3,0,2024,1,25
23,female,port melissafurt,checking,7,83,98.46,8172.18,9,1,2021,1,17
28,female,contrerasshire,savings,30,341,814.22,277649.02,8,1,2023,2,8
25,female,carterborough,savings,29,339,549.37,186236.43,3,0,2021,5,16
62,female,jenniferview,savings,8,461,974.92,449438.12,4,0,2020,11,25
18,female,south randallstad,savings,20,108,643.43,69490.44,8,0,2022,5,12
69,male,lake joshuatown,checking,3,211,887.96,187359.56,5,1,2025,6,23
37,male,shannonport,savings,23,134,486.95,65251.3,3,0,2020,4,10
40,female,south mitchellmouth,savings,30,298,941.65,280611.7,9,1,2025,7,1
29,male,west christopher,savings,3,75,209.82,15736.5,2,1,2023,6,16
40,male,cunninghamland,loan,13,238,134.0,31892.0,10,1,2022,7,21
39,male,rodneyport,checking,9,272,568.12,154528.64,1,0,2020,12,2
34,female,sanchezshire,savings,11,47,274.09,12882.23,2,0,2025,5,12
18,female,port nathan,checking,27,143,992.62,141944.66,9,0,2023,7,31
69,female,lake emilytown,loan,9,86,704.44,60581.84,6,1,2023,10,26
50,female,west martin,checking,9,360,628.36,226209.6,1,0,2024,12,29
41,female,alexanderton,loan,10,283,267.89,75812.87,9,0,2021,12,12
60,female,williamston,savings,6,282,714.18,201398.76,0,0,2020,10,18
23,female,south daniel,loan,21,418,943.51,394387.18,5,1,2022,6,19
51,female,lindseyville,savings,3,276,268.27,74042.52,10,1,2021,10,31
34,male,kimberlymouth,checking,16,400,995.78,398312.0,6,0,2021,1,8
20,female,peterville,loan,21,382,269.8,103063.6,7,0,2025,3,7
38,female,lake michaeltown,loan,9,414,673.0,278622.0,0,0,2023,12,25
30,female,east douglas,checking,13,90,535.82,48223.8,1,0,2025,6,11
20,male,karenstad,checking,20,281,948.75,266598.75,6,1,2024,12,20
52,male,jacksonchester,savings,14,342,685.99,234608.58,4,1,2021,10,27
39,female,morrisville,savings,27,389,563.49,219197.61,7,1,2023,12,21
35,female,webbmouth,savings,20,365,737.75,269278.75,8,1,2020,5,3
48,female,north michaelfort,checking,6,198,664.92,131654.16,8,1,2021,9,24
25,female,butlertown,savings,13,176,84.92,14945.92,2,1,2023,3,15
30,female,north michael,loan,5,368,464.02,170759.36,0,1,2021,5,25
57,female,toddfurt,loan,8,417,162.09,67591.53,2,0,2021,10,1
66,female,makaylaborough,loan,23,81,457.78,37080.18,7,1,2023,10,20
69,male,new jacobborough,savings,18,480,579.53,278174.4,9,0,2024,12,27
51,female,north eric,savings,5,476,808.79,384984.04,6,1,2021,6,11
40,female,brownshire,checking,23,112,50.73,5681.76,9,1,2021,6,12
40,female,erikatown,savings,16,61,906.64,55305.04,5,1,2023,4,8
41,male,port mary,savings,1,113,809.7,91496.1,1,1,2022,9,5
35,male,south kyleton,checking,21,169,281.65,47598.85,6,1,2022,7,1
64,male,flemingport,savings,17,117,614.84,71936.28,4,0,2021,1,11
69,female,flemingside,savings,20,106,565.37,59929.22,2,0,2025,5,25
24,male,michellebury,loan,19,183,686.35,125602.05,0,1,2022,8,17
57,female,jeffreyberg,savings,3,300,669.87,200961.0,7,1,2020,6,8
41,female,lake david,savings,1,138,945.55,130485.9,4,1,2023,4,16
64,female,west melissaton,checking,27,420,733.12,307910.4,3,0,2022,2,5
53,female,port felicia,checking,12,149,627.73,93531.77,10,1,2024,10,28
51,female,donnahaven,checking,28,388,546.25,211945.0,3,1,2022,9,20
35,female,port brianview,loan,28,191,811.19,154937.29,7,0,2021,8,26
31,male,new isaac,savings,2,64,462.16,29578.24,9,0,2025,2,4
24,female,lake kathleenburgh,checking,27,384,45.01,17283.84,6,0,2023,8,16
63,male,new timothyfort,savings,5,127,106.84,13568.68,10,1,2022,11,27
33,male,audreyland,checking,9,186,707.94,131676.84,10,1,2025,1,23
62,female,new marcusview,loan,29,492,266.43,131083.56,8,1,2021,4,23
51,male,south charlesmouth,checking,21,440,406.31,178776.4,10,1,2020,6,21
25,female,new matthew,loan,7,44,22.35,983.4,5,1,2023,3,18
28,female,new emmafort,loan,9,480,165.04,79219.2,4,1,2024,2,7
27,female,aaronhaven,savings,24,248,381.12,94517.76,2,1,2023,7,11
45,female,alisontown,savings,10,252,91.03,22939.56,9,0,2024,5,8
22,female,south wendy,savings,23,236,473.75,111805.0,10,0,2023,4,27
19,female,new ana,loan,18,499,145.82,72764.18,8,1,2020,2,4
65,male,lake christinabury,checking,30,396,841.67,333301.32,3,0,2023,1,10
52,female,south christianmouth,loan,27,112,967.13,108318.56,3,1,2024,4,28
35,female,bradleyborough,loan,13,94,833.17,78317.98,7,1,2022,4,17
33,female,port catherine,savings,21,198,40.41,8001.18,7,1,2025,4,25
66,female,port james,checking,30,278,858.14,238562.92,7,0,2023,1,1
46,female,moranmouth,savings,27,335,270.36,90570.6,10,0,2023,1,5
20,female,west ashleyburgh,loan,13,121,204.3,24720.3,8,1,2023,3,3
50,female,acevedobury,checking,25,84,112.67,9464.28,9,0,2023,7,4
46,female,cervanteston,loan,28,161,183.6,29559.6,9,1,2022,10,11
44,female,chrisville,loan,12,369,198.94,73408.86,1,1,2023,8,6
36,female,north cynthia,checking,2,68,674.08,45837.44,4,1,2020,7,30
61,female,north elizabethburgh,loan,28,451,842.08,379778.08,4,0,2023,6,26
69,male,daymouth,savings,17,421,355.63,149720.23,7,0,2024,1,7
19,female,adamburgh,checking,17,165,848.84,140058.6,2,1,2025,3,6
62,female,west lauraland,checking,17,132,134.72,17783.04,7,0,2025,6,6
66,female,north christine,checking,20,232,742.21,172192.72,2,1,2020,8,6
45,female,christinafurt,savings,6,43,306.84,13194.12,9,0,2022,5,5
55,female,maureenmouth,loan,7,172,228.09,39231.48,4,1,2023,8,12
28,male,lake marcstad,loan,13,140,779.25,109095.0,8,1,2024,11,1
29,female,sarahborough,savings,28,490,115.33,56511.7,6,1,2023,1,6
39,female,erinchester,loan,2,91,189.84,17275.44,5,1,2021,7,12
27,female,robersonstad,savings,19,264,765.2,202012.8,7,1,2021,7,16
58,male,bradleyberg,savings,23,435,132.38,57585.3,6,0,2022,2,5
20,male,amyton,savings,12,113,524.4,59257.2,9,1,2021,7,19
18,male,south samanthaside,savings,5,214,801.76,171576.64,5,1,2021,12,17
39,female,robertside,savings,25,181,396.24,71719.44,3,0,2022,1,27
68,female,port mariamouth,savings,3,445,779.47,346864.15,8,1,2025,5,12
29,female,east michaelmouth,savings,16,294,455.18,133822.92,9,1,2021,8,8
50,male,new tomfort,savings,25,300,349.94,104982.0,6,0,2024,12,8
70,male,gonzaleston,loan,11,425,625.49,265833.25,3,1,2023,12,22
26,female,miguelfurt,savings,20,444,671.27,298043.88,7,1,2022,7,11
19,male,jeffreystad,savings,18,269,501.05,134782.45,0,1,2021,3,7
27,male,lake jeremymouth,checking,11,355,484.91,172143.05,5,1,2023,7,9
58,female,troyfurt,savings,18,104,694.0,72176.0,8,1,2021,12,30
19,female,barnettshire,checking,9,424,18.13,7687.12,10,1,2023,4,25
54,female,robertchester,savings,22,72,907.24,65321.28,1,0,2024,6,22
67,female,lake matthew,savings,7,195,473.69,92369.55,5,1,2024,12,17
18,female,new jenniferland,checking,29,180,262.4,47232.0,0,1,2020,8,5
44,female,east danielside,checking,22,113,342.72,38727.36,10,0,2023,10,5
21,female,howardfurt,loan,5,470,802.32,377090.4,5,1,2020,5,2
54,male,south jonathanberg,checking,9,407,206.85,84187.95,1,1,2021,12,29
61,male,elizabethshire,checking,17,414,897.17,371428.38,1,0,2022,11,30
64,male,josephport,checking,4,290,234.5,68005.0,4,1,2020,7,4
54,male,millerborough,savings,9,122,843.86,102950.92,5,0,2022,6,12
63,female,martinezberg,checking,5,284,219.19,62249.96,2,0,2020,12,31
33,female,new susantown,savings,24,22,368.72,8111.84,8,1,2020,3,27
25,male,lake cynthiachester,savings,15,337,371.93,125340.41,2,0,2025,1,18
28,female,isaacport,savings,16,31,640.95,19869.45,5,0,2021,5,31
37,female,morganshire,savings,22,470,474.81,223160.7,6,0,2020,1,11
21,male,maxwellshire,loan,20,481,896.07,431009.67,8,1,2023,12,7
26,female,terrychester,checking,4,273,498.08,135975.84,3,0,2022,11,14
35,female,peterchester,loan,30,432,445.59,192494.88,9,0,2022,9,30
64,female,east mike,checking,7,270,660.19,178251.3,5,0,2023,4,16
51,male,west michaelville,loan,24,147,816.65,120047.55,6,1,2022,1,18
45,female,port jayport,savings,28,354,860.09,304471.86,1,0,2024,12,1
68,female,peterfort,checking,13,85,962.62,81822.7,3,1,2025,6,10
51,female,south travisfurt,savings,20,382,982.15,375181.3,10,1,2024,8,8
56,male,kyliehaven,checking,1,461,593.83,273755.63,9,0,2022,2,5
24,female,east brooke,checking,17,324,668.49,216590.76,1,1,2022,11,24
32,female,port jeffrey,checking,10,453,354.33,160511.49,9,1,2023,6,10
47,female,singhchester,loan,21,437,797.46,348490.02,4,0,2024,10,11
69,female,north trevorstad,savings,21,250,931.12,232780.0,9,1,2022,4,24
52,male,port maryport,savings,26,235,675.31,158697.85,8,0,2022,7,27
25,male,grayview,savings,6,197,324.29,63885.13,7,1,2025,1,19
68,male,lake james,loan,3,360,523.8,188568.0,7,1,2020,2,24
60,female,port jamesborough,checking,16,210,870.67,182840.7,7,0,2022,3,27
68,female,new brianshire,loan,30,412,849.04,349804.48,10,0,2023,4,4
45,female,east kristinemouth,loan,24,33,395.08,13037.64,5,1,2021,2,26
23,male,tammyshire,savings,17,56,71.47,4002.32,3,0,2023,12,10
65,male,west yvonneton,checking,25,74,890.5,65897.0,6,0,2025,5,10
23,female,millerfurt,checking,1,461,832.4,383736.4,10,0,2023,6,29
29,female,west gina,loan,12,425,288.22,122493.5,10,0,2020,7,26
23,female,adamside,loan,7,341,926.65,315987.65,1,0,2024,4,11
32,female,cervantesshire,checking,20,220,62.07,13655.4,9,0,2021,7,10
34,female,north cindy,savings,14,162,375.13,60771.06,2,1,2023,10,30
20,male,stevetown,checking,26,130,887.66,115395.8,1,1,2020,3,10
38,female,karenfort,loan,22,122,903.75,110257.5,8,0,2020,12,30
33,female,south jeffrey,savings,7,400,674.19,269676.0,9,0,2025,5,18
38,female,stoneburgh,savings,14,42,959.35,40292.7,8,1,2020,2,13
30,female,port kelsey,loan,19,151,315.77,47681.27,9,0,2023,10,4
22,female,north vanessa,loan,6,144,404.58,58259.52,8,1,2021,6,26
41,female,east laura,checking,30,435,925.68,402670.8,5,1,2022,2,7
42,female,wilcoxmouth,loan,3,25,915.12,22878.0,1,1,2021,4,19
64,female,east jacqueline,savings,3,30,257.5,7725.0,7,0,2020,4,24
64,male,heatherhaven,savings,29,325,301.54,98000.5,9,0,2021,1,31
43,female,parkershire,savings,3,142,812.42,115363.64,5,0,2024,10,16
39,female,dorothymouth,loan,28,71,636.29,45176.59,4,0,2021,5,2
68,male,portershire,loan,23,400,350.73,140292.0,2,1,2022,1,1
67,female,stewartfort,savings,7,290,570.08,165323.2,4,1,2021,6,23
34,female,byrdshire,savings,8,238,458.84,109203.92,7,0,2022,10,9
62,female,west lucas,loan,12,158,405.31,64038.98,10,1,2023,1,4
66,male,robertburgh,savings,4,248,336.79,83523.92,1,0,2022,3,26
67,female,stevensonbury,checking,22,175,818.31,143204.25,10,0,2021,10,8
63,female,south laurieberg,savings,6,263,699.18,183884.34,8,1,2021,7,3
43,female,cameronside,savings,14,233,234.75,54696.75,4,1,2024,2,2
44,female,west nicole,loan,19,347,872.14,302632.58,0,0,2020,6,17
62,female,new rebecca,checking,10,92,758.15,69749.8,6,0,2022,2,26
61,female,lake meganfort,checking,16,443,94.99,42080.57,9,1,2024,5,4
45,female,north lori,savings,28,455,478.79,217849.45,1,1,2022,1,17
31,female,port michael,loan,7,322,95.34,30699.48,0,0,2021,1,6
64,female,east teresa,checking,7,223,137.48,30658.04,8,1,2024,4,8
67,female,new henry,savings,14,212,315.43,66871.16,8,1,2022,10,23
65,female,greenmouth,checking,1,484,329.0,159236.0,7,1,2022,8,7
63,male,east dennis,loan,4,476,905.92,431217.92,1,0,2023,6,27
20,male,new heidiburgh,savings,24,52,471.2,24502.4,7,0,2020,5,7
64,female,andreaview,savings,12,209,23.08,4823.72,8,0,2022,9,4
61,female,south nicolefort,checking,28,303,612.09,185463.27,2,0,2020,6,28
42,female,port janet,checking,28,168,442.28,74303.04,0,1,2022,5,11
20,female,amberville,checking,30,328,198.69,65170.32,9,1,2021,9,4
52,male,new kristin,checking,20,399,450.35,179689.65,9,0,2022,5,15
55,female,new deborah,loan,21,282,314.56,88705.92,6,0,2025,5,26
26,female,evansville,savings,13,474,436.03,206678.22,4,0,2023,11,11
63,male,west jennifer,savings,22,345,176.88,61023.6,3,0,2022,8,19
36,female,curtisville,savings,29,325,261.18,84883.5,3,1,2021,2,10
39,female,johnport,savings,25,398,821.52,326964.96,6,0,2021,8,14
68,male,west jenniferstad,checking,9,321,138.87,44577.27,3,1,2023,6,26
38,female,west lukeview,checking,16,394,556.36,219205.84,8,0,2020,12,28
70,male,adamberg,checking,7,95,473.08,44942.6,8,0,2024,3,21
27,female,lopeztown,savings,27,347,780.78,270930.66,6,1,2025,6,14
26,female,port nicholasfurt,checking,9,56,118.84,6655.04,2,1,2022,5,31
29,female,ericaview,savings,3,117,449.05,52538.85,10,0,2020,6,29
21,male,south nancychester,savings,7,66,249.12,16441.92,7,0,2025,1,31
19,female,new maryhaven,loan,12,197,905.23,178330.31,5,0,2023,9,30
67,female,gregorybury,checking,13,474,521.7,247285.8,6,1,2025,7,21
58,female,torresborough,checking,15,66,239.78,15825.48,1,0,2021,10,20
18,male,north raymond,savings,2,238,838.07,199460.66,3,1,2021,2,4
20,male,nancymouth,savings,22,363,266.52,96746.76,5,1,2022,12,30
47,male,samanthachester,savings,1,205,149.98,30745.9,2,0,2023,11,2
37,male,west haley,loan,11,112,209.96,23515.52,9,0,2021,6,4
39,female,north amandachester,savings,16,293,452.16,132482.88,4,1,2025,6,30
61,female,thomasbury,savings,4,218,837.82,182644.76,4,1,2024,10,7
59,male,walkerview,checking,11,250,41.7,10425.0,2,0,2023,4,19
26,male,south laurabury,loan,12,86,144.1,12392.6,8,1,2023,2,11
31,male,milesfurt,checking,2,170,590.59,100400.3,6,1,2020,4,7
60,male,rebeccamouth,checking,16,327,40.06,13099.62,6,0,2023,4,13
34,female,phillipshaven,checking,28,428,637.99,273059.72,7,1,2024,9,10
61,male,howardtown,loan,20,127,385.72,48986.44,7,1,2024,7,17
57,female,north nicole,savings,4,269,680.46,183043.74,6,0,2025,5,25
20,male,perryshire,checking,14,389,378.14,147096.46,10,1,2024,10,15
63,female,wolfefort,loan,13,332,641.81,213080.92,10,0,2021,9,13
34,female,andrewport,loan,17,27,800.54,21614.58,3,0,2020,3,12
55,female,west daniel,checking,30,67,500.1,33506.7,4,0,2021,1,20
33,male,jeffreyberg,loan,21,415,217.91,90432.65,0,0,2022,10,31
36,female,port tiffany,savings,4,69,305.08,21050.52,9,1,2022,2,25
43,female,port samuelstad,loan,19,434,473.46,205481.64,7,0,2020,5,1
66,female,stanleytown,savings,25,437,426.92,186564.04,10,0,2024,7,21
25,female,east michaelstad,checking,29,57,628.35,35815.95,6,0,2024,12,22
19,male,christineburgh,savings,10,255,747.13,190518.15,4,0,2022,2,13
25,male,moralesbury,savings,19,227,641.1,145529.7,7,0,2022,7,30
51,female,new michelleside,loan,17,61,925.12,56432.32,1,0,2024,12,9
38,female,lake maria,checking,1,96,21.98,2110.08,7,1,2025,1,21
53,female,guerreroport,savings,8,150,425.87,63880.5,8,1,2024,5,29
44,female,port tamaraburgh,savings,16,112,289.22,32392.64,2,1,2024,7,12
51,female,jonesbury,loan,21,306,420.65,128718.9,9,1,2023,12,8
54,female,gordonchester,loan,13,116,88.33,10246.28,7,0,2024,12,2
58,female,east teresa,savings,14,375,691.45,259293.75,6,1,2023,7,1
26,female,floydstad,savings,13,13,305.38,3969.94,3,0,2021,11,19
65,male,port julie,checking,5,53,870.66,46144.98,9,0,2020,3,28
56,female,sanchezland,checking,11,26,811.27,21093.02,3,1,2021,11,9
33,female,ballville,checking,23,209,918.73,192014.57,9,1,2024,5,3
35,female,timothyborough,loan,20,474,857.47,406440.78,2,0,2023,11,9
39,female,north brandi,checking,29,269,355.21,95551.49,10,0,2022,9,5
27,female,new nicholas,savings,17,481,977.97,470403.57,3,1,2023,8,23
52,male,south kevinchester,checking,13,198,529.67,104874.66,10,0,2023,5,14
26,female,johnathanland,checking,8,355,31.05,11022.75,10,1,2025,3,12
34,male,michaeltown,checking,5,327,353.85,115708.95,4,1,2025,6,14
35,female,west keithview,checking,10,48,67.71,3250.08,7,0,2023,10,29
41,female,west kylefurt,savings,11,89,267.48,23805.72,1,0,2025,6,7
39,male,new jonathan,savings,2,17,299.1,5084.7,1,1,2020,7,6
53,female,lake melissa,savings,6,471,749.16,352854.36,1,0,2022,12,9
54,female,emilyfort,savings,8,493,909.6,448432.8,2,1,2020,3,24
40,female,lake kaitlinfort,checking,12,273,328.58,89702.34,9,0,2021,9,6
29,female,new robert,checking,5,12,246.17,2954.04,8,1,2023,2,7
45,female,new michaelmouth,checking,17,408,280.91,114611.28,4,1,2025,5,8
65,male,lake juan,checking,22,56,736.66,41252.96,8,0,2025,2,7
21,female,vanessastad,savings,28,166,42.51,7056.66,2,1,2021,10,5
20,male,north davidfurt,loan,21,120,626.08,75129.6,10,1,2021,5,12
47,male,ashleyhaven,savings,2,178,113.81,20258.18,0,1,2020,5,30
59,female,julieport,loan,3,122,747.53,91198.66,6,1,2024,8,14
41,female,east autumn,checking,13,439,58.51,25685.89,5,1,2023,3,31
36,female,adamsfort,savings,29,119,773.95,92100.05,6,0,2021,9,8
53,female,west mollyhaven,savings,18,24,977.18,23452.32,6,1,2023,5,13
43,female,priceview,savings,19,323,686.73,221813.79,4,0,2021,7,16
26,male,new davidberg,checking,20,143,457.35,65401.05,3,1,2021,10,10
30,female,west zachary,savings,19,498,698.59,347897.82,0,0,2024,9,15
68,female,port alexander,savings,24,13,769.22,9999.86,3,1,2021,4,17
21,female,justinshire,checking,14,377,878.34,331134.18,9,1,2021,3,8
25,female,east timothyfort,savings,8,273,933.27,254782.71,5,1,2021,11,10
67,male,robertfort,checking,3,77,673.96,51894.92,5,1,2020,2,11
61,female,east kristina,loan,1,426,253.49,107986.74,4,0,2024,10,27
60,female,kellyberg,savings,5,397,578.08,229497.76,6,0,2021,12,10
36,female,ryanbury,checking,21,368,915.36,336852.48,1,1,2022,11,9
52,male,lindaburgh,checking,7,252,138.67,34944.84,5,1,2020,9,22
21,female,lake jamesport,savings,23,300,959.6,287880.0,6,0,2020,4,27
20,female,hollyton,checking,7,281,857.44,240940.64,8,1,2022,11,21
26,female,benjaminchester,checking,23,62,545.27,33806.74,8,1,2021,7,30
57,female,east arthurtown,savings,20,336,843.17,283305.12,9,0,2022,10,21
32,female,scotttown,savings,2,436,182.81,79705.16,8,0,2025,6,23
49,female,natalieborough,savings,17,462,16.22,7493.64,10,0,2025,7,4
57,female,west tonybury,savings,12,113,774.6,87529.8,8,0,2024,7,16
34,female,south roger,checking,12,133,558.04,74219.32,8,0,2024,4,22
58,female,west michaelfort,checking,17,235,506.43,119011.05,3,0,2024,8,13
36,male,west johnstad,savings,2,93,402.75,37455.75,8,0,2021,11,21
66,female,west ray,checking,11,417,601.78,250942.26,8,0,2024,6,1
45,male,brittanymouth,checking,9,196,520.43,102004.28,9,1,2022,3,24
24,male,cynthiaville,savings,20,34,693.81,23589.54,6,1,2025,3,23
31,male,villanuevahaven,savings,14,194,958.68,185983.92,10,0,2022,2,10
62,female,mitchellburgh,savings,1,371,137.95,51179.45,8,1,2024,4,29
31,female,south andrea,checking,30,469,111.38,52237.22,7,0,2023,5,15
54,female,north lee,savings,30,209,539.51,112757.59,9,1,2020,7,15
58,female,lake mark,loan,15,270,465.17,125595.9,8,0,2023,12,23
66,female,north markside,savings,11,81,344.93,27939.33,5,0,2020,12,24
20,male,south mckenzieshire,loan,13,24,209.66,5031.84,2,1,2022,11,6
18,female,smithmouth,savings,30,450,804.53,362038.5,4,0,2023,7,17
44,male,port jefferyshire,savings,17,205,723.38,148292.9,3,1,2024,5,2
59,male,east davidland,savings,20,179,474.85,84998.15,7,1,2022,3,31
53,female,new davidmouth,checking,24,64,582.81,37299.84,6,0,2021,2,1
44,female,morrisstad,savings,14,398,710.05,282599.9,7,0,2025,1,8
61,female,tracyton,checking,26,398,860.04,342295.92,6,0,2021,6,1
36,male,englishland,checking,21,340,677.61,230387.4,2,1,2024,7,18
23,female,ruizview,checking,2,51,799.68,40783.68,8,1,2022,11,9
45,female,east christinefurt,savings,27,36,21.24,764.64,5,0,2025,5,17
41,female,west andrewshire,savings,1,337,555.47,187193.39,5,0,2020,9,17
24,female,north charles,savings,28,91,62.24,5663.84,4,1,2020,7,17
64,female,robinsonmouth,savings,17,413,186.43,76995.59,10,1,2020,1,13
66,female,lake robertfurt,checking,22,152,553.51,84133.52,6,1,2022,9,30
38,female,new katietown,loan,9,177,511.82,90592.14,4,1,2021,9,9
19,female,port jessicaberg,loan,4,496,871.15,432090.4,6,1,2021,1,24
48,female,east emily,checking,22,29,985.95,28592.55,10,0,2025,3,10
55,female,east melanieshire,savings,11,265,688.5,182452.5,0,0,2021,5,11
50,female,lake charles,loan,20,69,362.02,24979.38,4,0,2021,8,4
59,male,jonberg,savings,7,103,862.23,88809.69,10,1,2023,12,18
70,female,north markfurt,checking,14,331,267.74,88621.94,6,1,2022,10,17
20,female,west cindy,loan,3,12,814.21,9770.52,0,1,2024,3,25
19,female,youngmouth,savings,13,67,175.85,11781.95,4,0,2023,5,12
34,female,cameronshire,savings,7,97,667.15,64713.55,4,0,2020,9,2
41,male,brandonfurt,savings,10,121,449.24,54358.04,10,0,2020,1,13
20,female,davidshire,checking,16,340,866.51,294613.4,5,1,2023,5,28
55,female,north kristenhaven,loan,12,368,232.92,85714.56,0,1,2020,11,3
61,female,kimberlymouth,loan,29,33,357.63,11801.79,0,1,2020,2,18
51,male,anthonyshire,checking,24,378,925.46,349823.88,2,0,2021,4,20
70,male,michaeltown,checking,28,431,235.2,101371.2,7,1,2021,8,2
56,male,penahaven,savings,18,117,477.82,55904.94,6,0,2023,7,18
28,female,east scottview,checking,8,293,834.43,244487.99,0,1,2025,5,14
53,female,new javier,savings,1,319,175.65,56032.35,4,1,2025,4,1
20,male,kellyhaven,savings,30,478,291.3,139241.4,7,1,2024,3,4
53,female,lake christina,loan,17,53,111.47,5907.91,7,0,2023,6,14
23,male,east austinshire,loan,12,105,812.14,85274.7,6,1,2024,8,17
47,female,dustinmouth,savings,20,157,237.61,37304.77,7,0,2020,11,29
38,female,martinland,checking,30,420,231.91,97402.2,7,1,2020,12,9
59,male,port jon,checking,19,384,886.63,340465.92,1,0,2021,12,22
39,female,wilsonshire,checking,30,89,106.63,9490.07,0,1,2024,6,25
49,female,east lisamouth,savings,13,449,44.58,20016.42,4,0,2022,8,3
39,female,port isabelview,checking,25,101,63.84,6447.84,4,1,2024,1,11
22,female,scottfort,savings,22,183,373.57,68363.31,2,0,2022,4,16
